student_id,lastname,dept,credits,instructor_id,name,dept,salary,name,dept,budget
79352,Rumat,Finance,100,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
76672,Miliko,Statistics,116,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
76672,Miliko,Statistics,116,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
76672,Miliko,Statistics,116,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
76672,Miliko,Statistics,116,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
76672,Miliko,Statistics,116,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
76672,Miliko,Statistics,116,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
44985,Prieto,Biology,91,80759,Queiroz,Biology,45538.320312,Biology,Candlestick,647610.562500
44985,Prieto,Biology,91,81991,Valtchev,Biology,77036.179688,Biology,Candlestick,647610.562500
96052,Marcol,Cybernetics,15,63395,McKinnon,Cybernetics,94333.992188,Cybernetics,Mercer,794541.437500
96052,Marcol,Cybernetics,15,65931,Pimenta,Cybernetics,79866.953125,Cybernetics,Mercer,794541.437500
96052,Marcol,Cybernetics,15,90376,Bietzk,Cybernetics,117836.500000,Cybernetics,Mercer,794541.437500
96052,Marcol,Cybernetics,15,99052,Dale,Cybernetics,93348.828125,Cybernetics,Mercer,794541.437500
44271,Sowerby,English,108,4233,Luo,English,88791.453125,English,Palmer,611042.687500
44271,Sowerby,English,108,72553,Yin,English,46397.589844,English,Palmer,611042.687500
44271,Sowerby,English,108,95709,Sakurai,English,118143.976562,English,Palmer,611042.687500
44271,Sowerby,English,108,28097,Kean,English,35023.179688,English,Palmer,611042.687500
79329,Velikovs,Marketing,110,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
79329,Velikovs,Marketing,110,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
79329,Velikovs,Marketing,110,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
79329,Velikovs,Marketing,110,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
97101,Marek,Psychology,53,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
97101,Marek,Psychology,53,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
24865,Tran-,Marketing,116,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
24865,Tran-,Marketing,116,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
24865,Tran-,Marketing,116,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
24865,Tran-,Marketing,116,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
36052,Guerra,Elec. Eng.,59,79653,Levine,Elec. Eng.,89805.828125,Elec. Eng.,Main,276527.625000
36052,Guerra,Elec. Eng.,59,73623,Sullivan,Elec. Eng.,90038.093750,Elec. Eng.,Main,276527.625000
36052,Guerra,Elec. Eng.,59,42782,Vicentino,Elec. Eng.,34272.671875,Elec. Eng.,Main,276527.625000
36052,Guerra,Elec. Eng.,59,3199,Gustafsson,Elec. Eng.,82534.367188,Elec. Eng.,Main,276527.625000
98940,Hawthorne,Marketing,78,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
98940,Hawthorne,Marketing,78,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
98940,Hawthorne,Marketing,78,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
98940,Hawthorne,Marketing,78,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
55859,Eguchi,Astronomy,14,43779,Romero,Astronomy,79070.078125,Astronomy,Taylor,617253.937500
74016,Moei,Elec. Eng.,15,79653,Levine,Elec. Eng.,89805.828125,Elec. Eng.,Main,276527.625000
74016,Moei,Elec. Eng.,15,73623,Sullivan,Elec. Eng.,90038.093750,Elec. Eng.,Main,276527.625000
74016,Moei,Elec. Eng.,15,42782,Vicentino,Elec. Eng.,34272.671875,Elec. Eng.,Main,276527.625000
74016,Moei,Elec. Eng.,15,3199,Gustafsson,Elec. Eng.,82534.367188,Elec. Eng.,Main,276527.625000
93061,Alfaro,Elec. Eng.,69,79653,Levine,Elec. Eng.,89805.828125,Elec. Eng.,Main,276527.625000
93061,Alfaro,Elec. Eng.,69,73623,Sullivan,Elec. Eng.,90038.093750,Elec. Eng.,Main,276527.625000
93061,Alfaro,Elec. Eng.,69,42782,Vicentino,Elec. Eng.,34272.671875,Elec. Eng.,Main,276527.625000
93061,Alfaro,Elec. Eng.,69,3199,Gustafsson,Elec. Eng.,82534.367188,Elec. Eng.,Main,276527.625000
94998,Krishnakumar,Physics,81,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
94998,Krishnakumar,Physics,81,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
1968,Sahm,Finance,4,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
90567,Tomason,Pol. Sci.,118,48570,Sarkar,Pol. Sci.,87549.796875,Pol. Sci.,Whitman,573745.062500
90567,Tomason,Pol. Sci.,118,52647,Bancilhon,Pol. Sci.,87958.007812,Pol. Sci.,Whitman,573745.062500
90567,Tomason,Pol. Sci.,118,19368,Wieland,Pol. Sci.,124651.406250,Pol. Sci.,Whitman,573745.062500
49611,Karande,Astronomy,57,43779,Romero,Astronomy,79070.078125,Astronomy,Taylor,617253.937500
81538,Wunderli,Languages,117,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
81538,Wunderli,Languages,117,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
81538,Wunderli,Languages,117,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
68999,Greve,Psychology,113,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
68999,Greve,Psychology,113,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
74639,Cerime,Accounting,35,57180,Hau,Accounting,43966.289062,Accounting,Saucon,441840.906250
74639,Cerime,Accounting,35,31955,Moreira,Accounting,71351.421875,Accounting,Saucon,441840.906250
74639,Cerime,Accounting,35,14365,Lembr,Accounting,32241.560547,Accounting,Saucon,441840.906250
74639,Cerime,Accounting,35,79081,Ullman,Accounting,47307.101562,Accounting,Saucon,441840.906250
66054,Crick,Comp. Sci.,86,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
66054,Crick,Comp. Sci.,86,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
792,Hashimoto,Athletics,102,4034,Murata,Athletics,61387.558594,Athletics,Bronfman,734550.687500
792,Hashimoto,Athletics,102,16807,Yazdi,Athletics,98333.648438,Athletics,Bronfman,734550.687500
792,Hashimoto,Athletics,102,15347,Bawa,Athletics,72140.882812,Athletics,Bronfman,734550.687500
792,Hashimoto,Athletics,102,63287,Jaekel,Athletics,103146.867188,Athletics,Bronfman,734550.687500
792,Hashimoto,Athletics,102,41930,Tung,Athletics,50482.031250,Athletics,Bronfman,734550.687500
60267,Dage,Physics,7,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
60267,Dage,Physics,7,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
17769,Pearlman,Biology,45,80759,Queiroz,Biology,45538.320312,Biology,Candlestick,647610.562500
17769,Pearlman,Biology,45,81991,Valtchev,Biology,77036.179688,Biology,Candlestick,647610.562500
39580,Macias,Psychology,128,35579,Soisalon-Soininen,Psychology,62579.609375,Psychology,Thompson,848175.062500
39580,Macias,Psychology,128,22591,DAgostino,Psychology,59706.488281,Psychology,Thompson,848175.062500
89106,Dawson,Mech. Eng.,88,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
89106,Dawson,Mech. Eng.,88,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
37856,Gay,Statistics,92,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
37856,Gay,Statistics,92,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
37856,Gay,Statistics,92,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
37856,Gay,Statistics,92,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
37856,Gay,Statistics,92,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
37856,Gay,Statistics,92,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
58307,Tiamp,Pol. Sci.,63,48570,Sarkar,Pol. Sci.,87549.796875,Pol. Sci.,Whitman,573745.062500
58307,Tiamp,Pol. Sci.,63,52647,Bancilhon,Pol. Sci.,87958.007812,Pol. Sci.,Whitman,573745.062500
58307,Tiamp,Pol. Sci.,63,19368,Wieland,Pol. Sci.,124651.406250,Pol. Sci.,Whitman,573745.062500
57985,Weller,Geology,45,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
72014,Kee,Languages,57,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
72014,Kee,Languages,57,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
72014,Kee,Languages,57,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
2795,Milner,Finance,8,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
89000,Guthk,Finance,80,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
46442,Kagd,Cybernetics,61,63395,McKinnon,Cybernetics,94333.992188,Cybernetics,Mercer,794541.437500
46442,Kagd,Cybernetics,61,65931,Pimenta,Cybernetics,79866.953125,Cybernetics,Mercer,794541.437500
46442,Kagd,Cybernetics,61,90376,Bietzk,Cybernetics,117836.500000,Cybernetics,Mercer,794541.437500
46442,Kagd,Cybernetics,61,99052,Dale,Cybernetics,93348.828125,Cybernetics,Mercer,794541.437500
19791,Vanrell,Comp. Sci.,61,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
19791,Vanrell,Comp. Sci.,61,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
108,Dhav,Biology,80,80759,Queiroz,Biology,45538.320312,Biology,Candlestick,647610.562500
108,Dhav,Biology,80,81991,Valtchev,Biology,77036.179688,Biology,Candlestick,647610.562500
1533,She,Statistics,29,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
1533,She,Statistics,29,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
1533,She,Statistics,29,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
1533,She,Statistics,29,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
1533,She,Statistics,29,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
1533,She,Statistics,29,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
44584,Agar,Geology,58,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
32954,Curutchet,Languages,121,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
32954,Curutchet,Languages,121,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
32954,Curutchet,Languages,121,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
76953,Lemoine,Athletics,60,4034,Murata,Athletics,61387.558594,Athletics,Bronfman,734550.687500
76953,Lemoine,Athletics,60,16807,Yazdi,Athletics,98333.648438,Athletics,Bronfman,734550.687500
76953,Lemoine,Athletics,60,15347,Bawa,Athletics,72140.882812,Athletics,Bronfman,734550.687500
76953,Lemoine,Athletics,60,63287,Jaekel,Athletics,103146.867188,Athletics,Bronfman,734550.687500
76953,Lemoine,Athletics,60,41930,Tung,Athletics,50482.031250,Athletics,Bronfman,734550.687500
81884,Kereth,Accounting,96,57180,Hau,Accounting,43966.289062,Accounting,Saucon,441840.906250
81884,Kereth,Accounting,96,31955,Moreira,Accounting,71351.421875,Accounting,Saucon,441840.906250
81884,Kereth,Accounting,96,14365,Lembr,Accounting,32241.560547,Accounting,Saucon,441840.906250
81884,Kereth,Accounting,96,79081,Ullman,Accounting,47307.101562,Accounting,Saucon,441840.906250
22057,Cal,Cybernetics,20,63395,McKinnon,Cybernetics,94333.992188,Cybernetics,Mercer,794541.437500
22057,Cal,Cybernetics,20,65931,Pimenta,Cybernetics,79866.953125,Cybernetics,Mercer,794541.437500
22057,Cal,Cybernetics,20,90376,Bietzk,Cybernetics,117836.500000,Cybernetics,Mercer,794541.437500
22057,Cal,Cybernetics,20,99052,Dale,Cybernetics,93348.828125,Cybernetics,Mercer,794541.437500
21126,McCarter,Cybernetics,38,63395,McKinnon,Cybernetics,94333.992188,Cybernetics,Mercer,794541.437500
21126,McCarter,Cybernetics,38,65931,Pimenta,Cybernetics,79866.953125,Cybernetics,Mercer,794541.437500
21126,McCarter,Cybernetics,38,90376,Bietzk,Cybernetics,117836.500000,Cybernetics,Mercer,794541.437500
21126,McCarter,Cybernetics,38,99052,Dale,Cybernetics,93348.828125,Cybernetics,Mercer,794541.437500
82918,Yemini,Statistics,43,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
82918,Yemini,Statistics,43,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
82918,Yemini,Statistics,43,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
82918,Yemini,Statistics,43,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
82918,Yemini,Statistics,43,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
82918,Yemini,Statistics,43,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
4173,Erol,Statistics,21,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
25525,Moreira,Comp. Sci.,107,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
25525,Moreira,Comp. Sci.,107,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
75040,Kruglyak,Pol. Sci.,99,48570,Sarkar,Pol. Sci.,87549.796875,Pol. Sci.,Whitman,573745.062500
75040,Kruglyak,Pol. Sci.,99,52647,Bancilhon,Pol. Sci.,87958.007812,Pol. Sci.,Whitman,573745.062500
75040,Kruglyak,Pol. Sci.,99,19368,Wieland,Pol. Sci.,124651.406250,Pol. Sci.,Whitman,573745.062500
31624,Keuk,Geology,107,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
64893,Katzenb,Statistics,78,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
64893,Katzenb,Statistics,78,37687,Arias,Statistics,104563.382812,Statistics,Taylor,395051.750000
64893,Katzenb,Statistics,78,90643,Choll,Statistics,57807.089844,Statistics,Taylor,395051.750000
64893,Katzenb,Statistics,78,95030,Arinb,Statistics,54805.109375,Statistics,Taylor,395051.750000
64893,Katzenb,Statistics,78,64871,Gutierrez,Statistics,45310.531250,Statistics,Taylor,395051.750000
64893,Katzenb,Statistics,78,28400,Atanassov,Statistics,84982.921875,Statistics,Taylor,395051.750000
38602,Torres,Cybernetics,108,63395,McKinnon,Cybernetics,94333.992188,Cybernetics,Mercer,794541.437500
38602,Torres,Cybernetics,108,65931,Pimenta,Cybernetics,79866.953125,Cybernetics,Mercer,794541.437500
38602,Torres,Cybernetics,108,90376,Bietzk,Cybernetics,117836.500000,Cybernetics,Mercer,794541.437500
38602,Torres,Cybernetics,108,99052,Dale,Cybernetics,93348.828125,Cybernetics,Mercer,794541.437500
21401,Garze,Physics,92,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
21401,Garze,Physics,92,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
93004,Gibbs,Finance,129,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
38899,Murphy,Marketing,30,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
38899,Murphy,Marketing,30,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
38899,Murphy,Marketing,30,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
38899,Murphy,Marketing,30,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
75241,Hughes,Languages,79,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
75241,Hughes,Languages,79,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
75241,Hughes,Languages,79,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
98830,Frolova,Comp. Sci.,13,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
98830,Frolova,Comp. Sci.,13,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
37101,Falconer,Physics,78,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
37101,Falconer,Physics,78,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
4508,Cochran,English,127,4233,Luo,English,88791.453125,English,Palmer,611042.687500
4508,Cochran,English,127,72553,Yin,English,46397.589844,English,Palmer,611042.687500
4508,Cochran,English,127,95709,Sakurai,English,118143.976562,English,Palmer,611042.687500
4508,Cochran,English,127,28097,Kean,English,35023.179688,English,Palmer,611042.687500
32130,Bannac,Biology,56,80759,Queiroz,Biology,45538.320312,Biology,Candlestick,647610.562500
32130,Bannac,Biology,56,81991,Valtchev,Biology,77036.179688,Biology,Candlestick,647610.562500
56755,Paul,Mech. Eng.,62,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
56755,Paul,Mech. Eng.,62,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
11510,Rakoj,Mech. Eng.,37,97302,Bertolino,Mech. Eng.,51647.570312,Mech. Eng.,Rauch,520350.656250
11510,Rakoj,Mech. Eng.,37,48507,Lent,Mech. Eng.,107978.468750,Mech. Eng.,Rauch,520350.656250
3335,Otterm,Finance,73,6569,Mingoz,Finance,105311.382812,Finance,Candlestick,866831.750000
61081,Bai,Geology,100,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
33651,Seike,Geology,2,77346,Mahmoud,Geology,99382.593750,Geology,Palmer,406557.937500
10705,Terauchi,Physics,48,50330,Shuming,Physics,108011.812500,Physics,Wrigley,942162.750000
10705,Terauchi,Physics,48,74420,Voronina,Physics,121141.992188,Physics,Wrigley,942162.750000
64082,Boyle,Languages,87,50885,Konstantinides,Languages,32570.500000,Languages,Linderman,601283.625000
64082,Boyle,Languages,87,59795,Desyl,Languages,48803.378906,Languages,Linderman,601283.625000
64082,Boyle,Languages,87,25946,Liley,Languages,90891.687500,Languages,Linderman,601283.625000
59517,Harrison,Elec. Eng.,81,79653,Levine,Elec. Eng.,89805.828125,Elec. Eng.,Main,276527.625000
59517,Harrison,Elec. Eng.,81,73623,Sullivan,Elec. Eng.,90038.093750,Elec. Eng.,Main,276527.625000
59517,Harrison,Elec. Eng.,81,42782,Vicentino,Elec. Eng.,34272.671875,Elec. Eng.,Main,276527.625000
59517,Harrison,Elec. Eng.,81,3199,Gustafsson,Elec. Eng.,82534.367188,Elec. Eng.,Main,276527.625000
91569,Pavlovico,Marketing,90,96895,Mird,Marketing,119921.406250,Marketing,Lambeau,210627.578125
91569,Pavlovico,Marketing,90,74426,Kenje,Marketing,106554.726562,Marketing,Lambeau,210627.578125
91569,Pavlovico,Marketing,90,58558,Dusserre,Marketing,66143.250000,Marketing,Lambeau,210627.578125
91569,Pavlovico,Marketing,90,36897,Morris,Marketing,43770.359375,Marketing,Lambeau,210627.578125
88085,Bouamama,Comp. Sci.,8,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
88085,Bouamama,Comp. Sci.,8,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
96722,Liley,English,34,4233,Luo,English,88791.453125,English,Palmer,611042.687500
96722,Liley,English,34,72553,Yin,English,46397.589844,English,Palmer,611042.687500
96722,Liley,English,34,95709,Sakurai,English,118143.976562,English,Palmer,611042.687500
96722,Liley,English,34,28097,Kean,English,35023.179688,English,Palmer,611042.687500
36379,Triebel,Comp. Sci.,115,34175,Bondi,Comp. Sci.,115469.109375,Comp. Sci.,Lamberton,106378.687500
36379,Triebel,Comp. Sci.,115,3335,Bourrier,Comp. Sci.,80797.828125,Comp. Sci.,Lamberton,106378.687500
69581,Prabhakaran,Statistics,26,78699,Pingr,Statistics,59303.621094,Statistics,Taylor,395051.750000
